Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
MACBETH,73%,"5,000+ Ratings",84%,MACBETH,Drama,English,Roman Polanski,"Andrew Braunsberg, Roman Polanski","Roman Polanski, Kenneth Tynan","Oct 13, 1971  Original","May 7, 2002",,2h 20m,Columbia Pictures,"Proud Macbeth (Jon Finch) and his power-mad wife (Francesca Annis) plot to murder King Duncan (Nicholas Selby) and usurp the throne of Scotland, despite the increasing suspicions of Macbeth's rival, Macduff (Terence Baylor), and his once-loyal friend Banquo (Martin Shaw). Roman Polanski directed this violent and sexualized revision of William Shakespeare's tragedy of madness and political intrigue, financed by executive producer Hugh Hefner, publisher of Playboy magazine."
HAMMER,28%,100+ Ratings,--,HAMMER,"Crime, Drama",English,Bruce D. Clark,Al Adamson,,,"Sep 1, 2009",,1h 32m,,"Hotheaded laborer B.J. Hammer (Fred Williamson) can't go long without ending up in a fight, and, after he comes out on top in a particularly impressive workplace scuffle, word of his brawling skills makes its way to Davis (Bernie Hamilton), a top boxing manager. Hammer is hired by Davis and begins a lucrative career in the ring, only to find out that his new employer wants him to throw a fight and take part in other illicit activities. Hammer reacts to this news violently, and the feud is on."
BIGFOOT,29%,Fewer than 50 Ratings,--,BIGFOOT,Horror,English,Robert F. Slatzer,,,,"Jun 22, 2017",,1h 23m,,"A biker (Christopher Mitchum), a bear, a girl (Joi Lansing) and a sideshow promoter (John Carradine) meet the legendary biped of the Pacific Northwest."
SEASONS,--,0 Ratings,--,SEASONS,Documentary,English,Ben Shedd,Ben Shedd,"George Casey, Ben Shedd",,,,32m,,The creation of a ballet.
"HELLO, STRANGER",--,Fewer than 50 Ratings,--,"HELLO, STRANGER",Drama,Spanish,Laura A. Martinez Hinojosa,"Claudia Chávez Hurtado, Gabriela Hickman, Santiago Pineda Aliseda",Laura A. Martinez Hinojosa,,,,25m,,A teenager runs away from her mother to find her father.
OPAL,--,0 Ratings,--,OPAL,Drama,English,Dina Ciraulo,"Rachel Benson, Jason Cohen",Dina Ciraulo,,,,1h 19m,,The life and work of naturalist Opal Whiteley.
SECRETS IN THE WILDERNESS,--,Fewer than 50 Ratings,--,SECRETS IN THE WILDERNESS,Mystery & Thriller,English,Jason Wan Lim,"Kyle Cooper, Jason Wan Lim",David Goulet,,,,1h 30m,,"Seeking marriage counseling becomes a dangerous endeavor when pregnant wife Lisa is forced to do rigorous bonding activities in the remote wilderness with her emotionally distant husband, Tyler."
VAMPIRE,--,Fewer than 50 Ratings,--,VAMPIRE,Horror,English,E.W. Swackhamer,,,,,,1h 37m,,"Awoken from his decades-long slumber by the construction of a new church, vampire Prince Anton Voytek (Richard Lynch) tries to adapt to the modern world. He plans to live off the wealth his family has accumulated, but when he is accused of being a thief, he lashes out against the world. Soon he is feasting on the blood of those he holds responsible for his plight -- the church's architect, his wife and anyone else who has the misfortune of getting in the vampire's way."
ISOLATION,35%,"2,500+ Ratings",70%,ISOLATION,Horror,English,Billy O'Brien,"Bertrand Faivre, Ed Guiney, Ruth Kenley-Letts",Billy O'Brien,,"Jun 26, 2007",,1h 35m,,A genetic experiment goes horribly wrong at a remote Irish dairy farm.
ALONE TOGETHER,--,0 Ratings,--,ALONE TOGETHER,Drama,English (United Kingdom),Luke Bradford,Luke Bradford,Luke Bradford,,"Feb 12, 2021",,10m,,"A couple are torn apart by the loss of their unborn child. Sara is having to self isolate while her husband Greg, an NHS nurse, is on the front line fighting the pandemic. Isolation creates an unlikely setting for a breakthrough."
SUNDAY,45%,"2,500+ Ratings",--,SUNDAY,"Mystery & Thriller, Romance, Musical",Hindi,Rohit Shetty,,,,"Oct 7, 2008",,2h 15m,,"Voice actress Sehar (Ayesha Takia) wakes up with a massive hangover after a long Saturday night partying with her friend Ritu (Anjana Sukhani). But when Sehar discovers that it's Monday -- not Sunday -- she realizes she must have blacked out and lost a day. As Sehar struggles to figure out what happened to her on Sunday, she finds herself at the center of a murder investigation, pursued by a growing cast of characters including a local gangster and an insane cabbie named Ballu (Arshad Warsi)."
DAYDREAMS,81%,250+ Ratings,--,DAYDREAMS,,,,,,,,,,,Director: Edward F. Cline
FEMME FATALE,38%,50+ Ratings,--,FEMME FATALE,Mystery & Thriller,English,Andre R. Guttfreund,,,,"Aug 4, 2020",,1h 36m,,"A California forest ranger (Colin Firth) seeks his bride (Lisa Zane) and discovers, with his artist friend (Billy Zane), her dark sides."
PUZZLE,--,0 Ratings,--,PUZZLE,Mystery & Thriller,Korean,Lim Jinseung,Son Jae-bok,,,,,1h 30m,,"Do-Joon has a great career, a loving wife, and a child, but one night he is out drinking when he meets a mysterious woman, Se-Ryeon; the next day, he wakes up as a murderer."
LARA,90%,Fewer than 50 Ratings,82%,LARA,Drama,German,Jan Ole Gerster,,Blaz Kutin,,,,1h 38m,,Lara faces her unrealized dreams and ambitions on her 60th birthday.
ANOTHER DAY,53%,250+ Ratings,--,ANOTHER DAY,Mystery & Thriller,English,Jeffrey Reiner,,,,"Sep 1, 2009",,1h 36m,,"A time-traveling woman (Shannen Doherty) tries to alter past events, including the death of her husband (Max Martini) in a fire."
FACE TO FACE,--,Fewer than 50 Ratings,--,FACE TO FACE,Romance,English,Lou Antonio,,,,,,1h 37m,,A fossil hunter (Elizabeth Montgomery) and a meerschaum miner (Robert Foxworth) dig despite each other in Kenya and discover love.
DEAD RUN,--,0 Ratings,--,DEAD RUN,"Mystery & Thriller, Comedy",English,Christian-Jaque,,,,,,1h 32m,,A CIA agent (Peter Lawford) and a gangster chase a petty thief (Georges Geret) from Berlin to Vienna for an attache case.
BREACH,67%,"250,000+ Ratings",84%,BREACH,"Biography, Crime, Drama, Mystery & Thriller, Action",English,Billy Ray,"Bobby Newmyer, Scott Strauss, Scott Kroopf","Adam Mazer, William Rotko, Billy Ray","Feb 16, 2007  Wide","Jun 12, 2007",$33.0M,1h 50m,Universal,"Eric O'Neill (Ryan Phillippe), a low-level surveillance expert with the FBI, believes he is accomplishing his dream of becoming a full-fledged agent, with his unexpected promotion and assignment to work with renowned agent Robert Hanssen (Chris Cooper). However, he soon learns the reason for his promotion is to gain Hanssen's trust and find proof that he is a traitor to the country."
HIGH AND DRY,100%,100+ Ratings,--,HIGH AND DRY,Documentary,English,Michael Toubassi,"Michael Toubassi, Chris Wagganer",Michael Toubassi,,,,2h 10m,,An eclectic mix of musicians and bands from Tucson shapes the music scene beginning in the '70s.
TEACH ME,--,0 Ratings,--,TEACH ME,Drama,English,Gary Delfiner,Gary Delfiner,,,,,1h 29m,,"Fearing she may lose her husband, a woman (Shannon Leahy) seeks a mysterious stranger's help to quell her sexual anxiety."
THE BENCH,--,0 Ratings,--,THE BENCH,Drama,English,"Anjani Pandey, Hemant M. Pandya","Anjani Pandey, Hemant M. Pandya",Marina Shemwell,,,,19m,,A talking park bench helps people to talk and understand the world around them.
LORELEI,64%,Fewer than 50 Ratings,89%,LORELEI,Drama,English,Sabrina Doyle,"Kevin Chinoy, Jennifer Radzikowski, Francesca Silvestri",Sabrina Doyle,"Jul 30, 2021  Limited","Jul 30, 2021",,1h 50m,Vertical Entertainment,"After 15 years in prison, Wayland (Pablo Schreiber) reunites with his high school girlfriend, Dolores (Jena Malone), who is now a single mother of three. What follows is a lyrical take on love, regret and second chances."
NEGATIVES,--,Fewer than 50 Ratings,--,NEGATIVES,Drama,English,Peter Medak,,,,,,1h 30m,,"Shopkeeper Theo (Peter McEnery) and his live-in lover, Vivien (Glenda Jackson), ease their weariness with one another by pretending to be characters from the famous Dr. Crippen murder case during lovemaking. When gorgeous bisexual photographer Reingard (Diane Cilento) sees them in the act, she takes up residence in the next room and begins photographing them during sex. As Reingard becomes further enmeshed in the threesome, she pushes Theo into a fantasy that may have dire consequences."
DREW MICHAEL: RED BLUE GREEN,80%,Fewer than 50 Ratings,--,DREW MICHAEL: RED BLUE GREEN,"Comedy, Stand-Up",English,Drew Michael,,,,"Dec 4, 2021",,,,"Drew Michael airs his issues with relationships, social media, and comedy as therapy."
ORIGIN,--,0 Ratings,--,ORIGIN,"Action, Sci-Fi",Swedish,"Andreas Climent, André Hedetoft","Andreas Climent, André Hedetoft","Andreas Climent, André Hedetoft","Dec 4, 2016  Limited","Mar 23, 2017",,1h 33m,108 Media,Three science students are on the verge of making a breakthrough in their research into biohacking and cell aging when one of them is diagnosed with a terminal illness.
KIRK FRANKLIN'S A GOSPEL CHRISTMAS,--,Fewer than 50 Ratings,--,KIRK FRANKLIN'S A GOSPEL CHRISTMAS,"Holiday, Romance",English,Erica Sutherlin,"Leslie Greif, Eric Tomosunas, Ron Robinson",Kourtney Richard,,"Dec 5, 2021",,1h 30m,,A new pastor finds romance during Christmastime while trying to get the church choir ready for the town's annual Winter Jamboree.
A VERY MERRY BRIDESMAID,--,Fewer than 50 Ratings,--,A VERY MERRY BRIDESMAID,"Holiday, Romance",English,David I. Strasser,"Ron French, Stephen Harmaty","Tracy Andreen, Elena Valdez",,,,1h 24m,,"Leah's 30th birthday is on Christmas Eve, the same day as her brother's wedding. Her childhood crush is back in town for the ceremony, and he's determined to make sure her special day doesn't go by the wayside."
JINGLE BELL PRINCESS,--,Fewer than 50 Ratings,--,JINGLE BELL PRINCESS,"Holiday, Romance",English,Don McBrearty,David Anselmo,James Hughes,,,,1h 25m,,"After a series of mishaps, sophisticated Princess Amelia becomes stranded in the small town of Tucker Maine, where she becomes a guest of the unsuspecting Cutler family, widowed father Sam and daughter Sophie, but doesn't tell them she's a princess."
IT TAKES A CHRISTMAS VILLAGE,--,0 Ratings,--,IT TAKES A CHRISTMAS VILLAGE,"Holiday, Romance",English,Corey Sevier,"Christopher Giroux, Jesse D. Ikeman",Kate Pragnell,,,,1h 30m,,"When construction threatens business in a small town, the mayor decides to throw a Christmas market to boost sales. To do it, though, she'll have to convince a reclusive mill owner to host the gathering, sparking romance in the process."
OUR CHRISTMAS JOURNEY,--,Fewer than 50 Ratings,--,OUR CHRISTMAS JOURNEY,"Holiday, Romance",English,Kevin Fair,Charles Cooper,"Marcy Holland, Holly Robinson Peete, Camille Thomasson",,,,1h 24m,,"As a single mom and her teenage son come to a crossroad during Christmas, she must learn to let go so he can flourish as she finds her own heart healing in unexpected ways."
POMPANO BOY,--,0 Ratings,--,POMPANO BOY,Drama,English,Andrew Paul Davis,Timothy Mark Davis,Andrew Paul Davis,,,,1h 40m,,"A conflicted minister reckons with his marriage and a new foster child. When the foster child's mother tries to get her son back, her past comes back to haunt her."
13,--,0 Ratings,--,13,Drama,Dutch,Gert Embrechts,,Gert Embrechts,,,,15m,,"When Jesus looks into the eyes of Magdalena, she believes she's destined to become a nun. Then, she's told by an angel that she must give birth to 13 children on the 13th of each month."
COME FIND ME,--,0 Ratings,--,COME FIND ME,Drama,English,Daniel Poliner,"Paul Ashey, Daniel Poliner, Matthew Pourviseh",Daniel Poliner,"Jan 13, 2023  Limited","Jan 13, 2023",,1h 47m,Deskpop Entertainment,"A Latin mother and daughter face major life changes: Gloria is about to retire and Christina must prove herself as a person of color in a competitive field. They love each other, but struggle to communicate and reconcile their differences."
SAFE,75%,"5,000+ Ratings",87%,SAFE,Drama,English,Todd Haynes,"Christine Vachon, Lauren Zalaznick",Todd Haynes,"Jun 23, 1995  Original","Dec 9, 2014",$15.8K,1h 59m,"Columbia Tristar, Columbia TriStar Home Video, Sony Pictures Classics",Environmental illness sends a California wife (Julianne Moore) to a New Age guru's (Peter Friedman) clinic in New Mexico.
GROUNDED,--,0 Ratings,--,GROUNDED,Comedy,French (France),Alexis Michalik,"David Atrakchi, Elodie Baradat, Antoine Le Carpentier, Boris Mendza, Gaël Cabouat",Alexis Michalik,,,,19m,,"Evelyne has to fly to London to attend her mother's funeral. As she is about to embark, she can't find her newborn baby's papers."
EVERYTHING I AM,--,0 Ratings,--,EVERYTHING I AM,Drama,English (Australia),,,,,,,1h 28m,,"After meeting a homeless man on the streets, a Christian teenage girl decides to take him into her home."
STEM CELL,--,0 Ratings,--,STEM CELL,"Sci-Fi, Mystery & Thriller",English,David DeCoteau,"Paul Colichman, Stephen P. Jarchow, John Schouweiler","Jana K. Arnold, Matthew Jason Walsh",,"Mar 7, 2019",,1h 26m,,A doctor's (Jason-Shane Scott) stem-cell experiments lead to a mutated virus that spreads through humans.
ON THE OTHER FOOT,--,Fewer than 50 Ratings,--,ON THE OTHER FOOT,Comedy,English,"Fredi ""Kruga"" Nwaka",,"Fredi ""Kruga"" Nwaka",,,,1h 34m,,"Billy Pitcher, a London cab driver is an out and out racist. When his daughter starts dating a black man, it tips him over the edge. When he wakes up next, he finds himself in a black man's body. Will his new appearance help Billy to see the light?"
EDEN,--,0 Ratings,--,EDEN,Drama,English,Robbie Walsh,,Robbie Walsh,,"Aug 2, 2019",,1h 12m,,"A look at Adam, who is unemployed and homeless, and the people and situations he finds himself in on a daily basis."
THE PILOT,29%,Fewer than 50 Ratings,--,THE PILOT,Drama,English,Cliff Robertson,C. Gregory Earls,Robert P. Davis,,,,1h 39m,,An airline pilot begins risking the lives of his passengers when personal and professional problems drive him to drink.
TIMELINE,45%,"50,000+ Ratings",13%,TIMELINE,"Adventure, Action, Sci-Fi",English,Richard Donner,"Richard Donner, Lauren Shuler Donner, Jim Van Wyck","George Nolfi, Jeffrey Maguire, Michael Crichton","Nov 26, 2003  Wide","Apr 13, 2004",$19.5M,1h 56m,Paramount Pictures,"While working at the site of an archaeological dig, Professor Johnston (Billy Connolly) stumbles into a wormhole and plunges back in time to 14th-century France. Mad scientist Robert Doniger (David Thewlis), who accidentally created the wormhole while developing a teleportation device, sends the professor's son, Chris (Paul Walker), and protégé Kate (Frances O'Connor) back in time to retrieve him. Unfortunately, their rescue mission is sidetracked by a bloody battle between France and England."
KHUSHBOO,73%,100+ Ratings,--,KHUSHBOO,Drama,Hindi,Gulzar,Prasan Kapoor,Gulzar,,,,2h 12m,,"Kusum and Brindavan are married off to each other as children. However, due to unfortunate circumstances, they get separated. After growing up, Kusum refuses to remarry while Brindavan goes on to have a family of his own."
CAPTURED,--,Fewer than 50 Ratings,--,CAPTURED,"Horror, Mystery & Thriller",English,Joseph Arias,"Charles Arthur Berg, Maxx Fisher, Jeremy Gilbreath, Dylan Matlock, Matt Keener, J.P. Ouellette","Joseph Arias, Michael Meinecke, J.P. Ouellette",,"Sep 1, 2017",,1h 21m,,A crazed convict stalks the female lead singer of a band during a music video shoot.
NEFARIOUS,--,0 Ratings,--,NEFARIOUS,Horror,English (United Kingdom),Richard Rowntree,"Matthew Davies, Richard Rowntree",Matthew Davies,,"Mar 15, 2020",,1h 19m,,Four friends living on the fringes of society are stalked by a predator after a botched robbery attempt.
FATHERS' DAY,25%,"10,000+ Ratings",25%,FATHERS' DAY,"Comedy, Drama",English,Ivan Reitman,"Joel Silver, Ivan Reitman",,"May 9, 1997  Original","Apr 5, 2011",$28.7M,1h 38m,,"Jack (Billy Crystal) is a straitlaced lawyer with a loving wife (Julia Louis-Dreyfus). Dale (Robin Williams) is suicidal about his stalled career as an artist. The only thing they have in common is Collette (Nastassja Kinski), with whom they both had an affair years ago. Unbeknownst to the two men, she had a son, Scott (Charlie Hofheimer), who is now missing. After she tells Jack and Dale that one of them could be the father, the pair set out to find Scott and prove who the real father is."
MISSING AND ALONE,--,0 Ratings,--,MISSING AND ALONE,Mystery & Thriller,English,,,,,,,1h 30m,,"Single mother Shannon learns her missing daughter, Chloe, was challenged to play a game where participants must disappear alone in the woods for 72 hours. Shannon decides to take matters into her own hands to find Chloe before it's too late."
