,Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
1273,LEONOR WILL NEVER DIE,100%,Fewer than 50 Ratings,90%,LEONOR WILL NEVER DIE,Drama,Filipino,Martika Ramirez Escobar,"Monster Jimenez, Mario Cornejo","Martika Ramirez Escobar, Martika Ramirez Escobar","Nov 25, 2022  Limited",,$3.2K,1h 39m,Music Box Films,"Leonor Reyes was once a major player in the Filipino film industry after creating a string of successful action films, but now her household struggles to pay the bills. When she reads an advertisement looking for screenplays, Leonor begins tinkering with an unfinished script about the quest of young, noble Ronwaldo, forced to avenge his brother's murder at the hand of thugs. While her imagination provides some escape from reality, she goes all-in after an accident involving a television knocks her out, sends her into a coma, and transports her inside the incomplete movie. Now Leonor can play out her wildest dreams firsthand and discover the perfect ending to her story."
1274,BAD AXE,100%,Fewer than 50 Ratings,95%,BAD AXE,Documentary,English,David Siev,"Jude Hope Harris, Diane Moy Quon, David Siev, Katarina Vasquez",,"Nov 18, 2022  Limited","Nov 18, 2022",$16.7K,1h 42m,IFC Films,"A real-time portrait of 2020 unfolds as an Asian-American family in Trump's rural America fights to keep their restaurant and American dream alive in the face of a pandemic, Neo-Nazis, and generational scars from the Cambodian Killing Fields."
1275,DON'T WORRY DARLING,74%,"1,000+ Verified Ratings",38%,DON'T WORRY DARLING,Mystery & Thriller,English,Olivia Wilde,"Olivia Wilde, Katie Silberman, Miri Yoon, Roy Lee",Katie Silberman,"Sep 23, 2022  Wide","Oct 25, 2022",$45.3M,2h 3m,Warner Bros. Pictures,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. The 1950's societal optimism espoused by their CEO, Frank--equal parts corporate visionary and motivational life coach--anchors every aspect of daily life in the tight-knit desert utopia. While the husbands spend every day inside the Victory Project Headquarters, working on the ""development of progressive materials,"" their wives--including Frank's elegant partner, Shelley--get to spend their time enjoying the beauty, luxury and debauchery of their community. Life is perfect, with every resident's needs met by the company. All they ask in return is discretion and unquestioning commitment to the Victory cause. But when cracks in her idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can't help questioning exactly what they're doing in Victory, and why. Just how much is Alice willing to lose to expose what's really going on in this paradise?"
1276,THERE THERE,--,Fewer than 50 Ratings,45%,THERE THERE,"Drama, Comedy, Romance",English,Andrew Bujalski,"Houston King, Dia Sokol Savage, Sam Bisbee",Andrew Bujalski,"Nov 18, 2022  Limited","Nov 18, 2022",$7.1K,1h 34m,Magnolia Pictures,"Acclaimed filmmaker Andrew Bujalski (Support the Girls, Computer Chess) explores the precarious nature of human connection in There There, a round robin of emotional two-character vignettes in which seven people reach out and bond momentarily, setting the scene for the next encounter. A pair of new lovers, a woman and her AA sponsor, a teacher and a parent, a lawyer and his client, and more, move from scene to scene, changing partners and beginning a new dance of discovery as they do. Via a groundbreaking shooting process, Bujalski plays with the ideas of isolation and perception by filming each actor individually in separate locations without ever seeing their partner's performance. An extraordinary cast including Jason Schwartzman, Lili Taylor, Lennie James and Molly Gordon sensitively captures the humor and heartbreaking fragility of life and love in the 2020s."
1277,CAT DADDIES,92%,Fewer than 50 Ratings,82%,CAT DADDIES,Documentary,English,Mye Hoang,"Mye Hoang, Dave Boyle",Mye Hoang,"Oct 14, 2022  Limited",,$48.6K,1h 29m,,"Man has found a new best friend: Tora, Pickles, Lucky, Zulu, Toodles, Flame and GoalKitty. These are just some of the lovable feline stars of director Mye Hoang’s debut documentary film CAT DADDIES. A heartwarming and tender portrait of a diverse group of men whose lives have been forever changed by their love of cats, CAT DADDIES takes us on an inspiring journey all across the United States during the challenging early days of the COVID-19 pandemic when people desperately needed hope and companionship. These nine “cat dads” come from all walks of life – a firefighter, a truck driver, a Hollywood stuntman, an ad executive turned cat rescuer, a police officer, a software engineer, an actor/Instagram influencer, a school teacher and an undocumented and disabled immigrant living on the streets of New York City. They couldn’t be any more different, but each of them has a compelling story to tell and share an unconditional love for their beloved cats. A refreshing and timely exploration of modern masculinity, CAT DADDIES shows us how being a “cat person” has no gender, and that the unlikely bond between man and cat is here to stay."
1278,CALL JANE,86%,Fewer than 50 Verified Ratings,82%,CALL JANE,Drama,English,Phyllis Nagy,"Claude Amadeo, Robbie Brenner, Lee Broda, Michael D'Alto, Kevin McKeon, David M. Wulf","Hayley Schore, Roshan Sethi","Oct 28, 2022  Wide",,$512.8K,2h 2m,Roadside Attractions,"Chicago, 1968. As the city and the nation are poised on the brink of political upheaval, suburban housewife Joy (Elizabeth Banks) leads an ordinary life with her husband and daughter. When Joy's pregnancy leads to a life-threatening heart condition, she must navigate an all-male medical establishment unwilling to terminate her pregnancy in order to save her life. Her journey for a solution leads her to Virginia (Sigourney Weaver), an independent visionary fiercely committed to women's health, and Gwen (Wunmi Mosaku), an activist who dreams of a day when all women will have access to abortion, regardless of their ability to pay. Joy is so inspired by their work, she decides to join forces with them, putting every aspect of her life on the line."
1279,RUNNING THE BASES,97%,100+ Verified Ratings,--,RUNNING THE BASES,"Kids & Family, Drama",English,"Marty Roberts, Jimmy Womble",Robert C. Bigelow,"Marty Roberts, Jimmy Womble","Sep 16, 2022  Wide",,$1.5M,2h 7m,UP2U Films,"When a small-town baseball coach gets the offer of a lifetime from a larger 6A High School, he uproots his family and leaves the only home he's ever known. But as a man of faith, he soon faces extreme opposition to his coaching methods from the school superintendent."
1280,MURINA,61%,Fewer than 50 Ratings,91%,MURINA,Drama,Croatian,Antoneta Alamat Kusijanovic,"Zdenka Gold, Danijel Pek, Martin Scorsese, Rodrigo Teixeira","Antoneta Alamat Kusijanovic, Frank Graziano","Jul 8, 2022  Limited","Sep 13, 2022",$55.8K,1h 34m,Kino Lorber,"Tensions rise between restless teenager Julija and her oppressive father Ante when an old family friend arrives at their Croatian island home. As Ante attempts to broker a life-changing deal, their tranquil yet isolated existence leaves Julija wanting more from this influential visitor, who provides a taste of liberation over a weekend laid bare to desire and violence."
1281,NEPTUNE FROST,71%,Fewer than 50 Ratings,96%,NEPTUNE FROST,"Musical, Sci-Fi",Swahili,"Saul Williams, Anisia Uzeyman","Maria Judice, Ezra Miller, Anisia Uzeyman, Saul Williams",Saul Williams,"Jun 3, 2022  Limited","Jul 5, 2022",$193.9K,1h 45m,Kino Lorber,"In an otherworldly e-waste camp made of recycled computer parts, a subversive hacking collective attempts a takeover of the authoritarian regime exploiting the region's natural resources--and its people. When an intersex runaway (Neptune, played by both Elvis Ngabo and Cheryl Isheja) and an escaped coltan miner (Matalusa, played by Kaya Free) find each other through cosmic forces, their connection sparks glitches within the greater divine circuitry. With hypnotic visuals and original songs composed by musician and co-director Saul Williams, this celestial cyber-musical offers a radically bold vision of power, exploitation, and love."
1282,ONLY IN THEATERS,100%,Fewer than 50 Ratings,100%,ONLY IN THEATERS,"Documentary, Biography, History",English,Raphael Sbarge,"Thomas Cassetta, Matt Kubas, Freida Orange, Rick Pratt",,"Nov 18, 2022  Limited",,$10.0K,1h 34m,The Film Collaborative,"ONLY IN THEATERS, a film by actor/director Raphael Sbarge, is an intimate and moving journey taken with the Laemmle family, spanning nearly three years of challenges, losses, and personal triumphs."
1283,UTAMA,83%,Fewer than 50 Ratings,95%,UTAMA,Drama,Spanish,Alejandro Loayza Grisi,"Santiago Loayza Grisi, Federico Moreira",Alejandro Loayza Grisi,"Nov 4, 2022  Limited","Jan 3, 2023",$38.9K,1h 27m,Kino Lorber,"In the arid Bolivian highlands, an elderly Quechua couple has been living a tranquil life for years. While he takes their small herd of llamas out to graze, she keeps house and walks for miles with the other local women to fetch precious water. When an uncommonly long drought threatens everything they know, Virginio and Sisa must decide whether to stay and maintain their traditional way of life or admit defeat and move in with family members in the city. Their dilemma is precipitated by the arrival of their grandson Clever, who comes to visit with news. The three of them must face, each in their own way, the effects of a changing environment, the importance of tradition, and the meaning of life itself. This visually jaw-dropping debut feature by photographer-turned-filmmaker Alejandro Loayza Grisi is lensed by award-winning cinematographer Barbara Alvarez (Lucrecia Martel’s The Headless Woman) and won the Grand Jury Prize (World Cinema Dramatic) at the Sundance Film Festival."
1284,1982,83%,Fewer than 50 Ratings,95%,1982,"History, Drama",Arabic,Oualid Mouaness,"Oualid Mouaness, Alix Madigan, Georges Schoucair, Myriam Sassine, Christopher Tricarico",Oualid Mouaness,"Jun 10, 2022  Limited",,$43.8K,1h 40m,Tricycle Logic,"""1982"" is a life-affirming coming-of-age tale set at an idyllic school in Lebanon's mountains on the eve of a looming invasion. It unfolds over a single day and follows an 11-year-old boy's relentless quest to profess his love to a girl in his class. As the invasion encroaches on Beirut, it upends the day, threatening the entire country and its cohesion. Within the microcosm of the school, the film draws a harrowing portrait of a society torn between its desire for love and peace and the ideological schisms unraveling its seams. In his debut feature, director Oualid Mouaness delivers an ode to innocence in which he revisits one of the most cataclysmic moments in Lebanon's history through the lens of a child and his vibrant imagination. The film demonstrates the complexities of love and war, and the resilience of the human spirit. ""1982"" stars Mohamad Dalli (in his acting debut) and Lebanese superstar Nadine Labaki (Capernaum, Where Do We Go Now, Caramel) alongside an extraordinary ensemble cast of professional and non-professional actors. ""1982"" is the first film from Lebanon to address the polemic and politically sensitive 1982 Lebanon War."
1285,PLEASE BABY PLEASE,60%,Fewer than 50 Ratings,71%,PLEASE BABY PLEASE,"Musical, Drama, Mystery & Thriller",English,Amanda Kramer,"Gül Karakiz, Rob Paris, Mike Witherill","Amanda Kramer, Noel David Taylor","Oct 28, 2022  Limited",,$22.3K,1h 35m,Music Box Films,"Big issues, packaged in flamboyantly witty dialogue, are addressed amidst hyper-stylized decors with a theatrical 1950s feel (think a rather dark, campy twist on West Side Story (1961) as directed by John Waters). How should one be a 'real' man or woman? And, what does the institution of marriage have to do with it? Suze and Arthur are the ideal Lower East Side bohemian couple. He earns a modest living as a clarinetist, she is a stylish housewife, dutifully doing the washing up. One evening, they witness a murder, committed by a rough gang of greasers in leather jackets, on the sidewalk in front of their house. This introduction to the intimidating Young Gents arouses previously unsuspected emotions and feelings of sexuality in both Arthur and Suze."
1286,THE AUTOMAT,86%,Fewer than 50 Verified Ratings,98%,THE AUTOMAT,Documentary,English,Lisa Hurwitz,"Lisa Hurwitz, Alec Shuldiner, Russell Greene","Michael Levine, Michael Levine","Feb 18, 2022  Limited",,$257.4K,1h 59m,A Slice of Pie Productions,"Before fast food we had something better. Our grandparents told us stories of gathering around communal tables, sharing their lives, their struggles, and their dreams with strangers at The Automat. In the long awaited Horn & Hardart documentary relive the phenomena of America's original and most beloved restaurant chain. The one hundred year Automat saga serves up never before-seen archival footage and photographs and a cast including celebrity customers, company executives, historians, and members of the Horn & Hardart families."
1287,BRAINWASHED: SEX-CAMERA-POWER,--,Fewer than 50 Ratings,74%,BRAINWASHED: SEX-CAMERA-POWER,Documentary,English,Nina Menkes,Nina Menkes,,"Oct 21, 2022  Limited","Dec 6, 2022",$23.0K,1h 47m,Kino Lorber,"Brainwashed is based on director Nina Menkes's cinematic presentation, Sex and Power, the Visual Language of Cinema, that uses film clips by A-list directors from 1896 to the present, to show how the visual grammar of cinema contributes to conditions that create discriminatory hiring practice, pay inequity and a pervasive environment of sexual harassment in the film industry and beyond."
1288,GLASS ONION: A KNIVES OUT MYSTERY,93%,500+ Verified Ratings,93%,GLASS ONION: A KNIVES OUT MYSTERY,"Mystery & Thriller, Comedy, Drama",English,Rian Johnson,"Rian Johnson, Ram Bergman",Rian Johnson,"Nov 23, 2022  Wide","Dec 23, 2022",,2h 20m,Netflix,"Benoit Blanc returns to peel back the layers in a new Rian Johnson whodunit. This fresh adventure finds the intrepid detective at a lavish private estate on a Greek island, but how and why he comes to be there is only the first of many puzzles. Blanc soon meets a distinctly disparate group of friends gathering at the invitation of billionaire Miles Bron for their yearly reunion. Among those on the guest list are Miles' former business partner Andi Brand, current Connecticut governor Claire Debella, cutting-edge scientist Lionel Toussaint, fashion designer and former model Birdie Jay and her conscientious assistant Peg, and influencer Duke Cody and his sidekick girlfriend Whiskey. As in all the best murder mysteries, each character harbors their own secrets, lies and motivations. When someone turns up dead, everyone is a suspect."
